season,MATCH_ID,TEAM,HOME TEAM,BELONGS TO,BATTING,RUN,BALL FACE,FOURS,SIXES,STRIKE RATE,OUT/ NOT_OUT,SEASON
4453,1178394,SRH v MI,GT,SRH,Jonny Bairstow,16,10,3,0,160,c Bumrah b Chahar,2019
4454,1178394,SRH v MI,GT,SRH,Vijay Shankar,5,10,1,0,50,c HH Pandya b Joseph,2019
4455,1178394,SRH v MI,GT,SRH,Manish Pandey,16,21,0,0,76.19,c Sharma b Behrendorff,2019
4456,1178394,SRH v MI,GT,SRH,Deepak Hooda,20,24,1,0,83.33, b Joseph,2019
4457,1178394,SRH v MI,GT,SRH,Yusuf Pathan,0,4,0,0,0,c Ishan Kishan b Chahar,2019
4458,1178394,SRH v MI,GT,SRH,Mohammad Nabi,11,14,0,1,78.57,c Sharma b Bumrah,2019
4459,1178394,SRH v MI,GT,SRH,Rashid Khan,0,1,0,0,0,c &amp; b Joseph,2019
4460,1178394,SRH v MI,GT,SRH,Bhuvneshwar Kumar,2,6,0,0,33.33, b Joseph,2019
4461,1178394,SRH v MI,GT,SRH,Siddarth Kaul,0,1,0,0,0,c &dagger;de Kock b Joseph,2019
4462,1178394,SRH v MI,GT,SRH,Sandeep Sharma,5,2,1,0,250,not out,2019
4463,1178395,RCB v DC,GT,RCB,Parthiv Patel,9,9,1,0,100,c Lamichhane b Morris,2019
4464,1178395,RCB v DC,GT,RCB,Virat Kohli,41,33,1,2,124.24,c Iyer b Rabada,2019
4465,1178395,RCB v DC,GT,RCB,AB de Villiers,17,16,1,1,106.25,c Ingram b Rabada,2019
4466,1178395,RCB v DC,GT,RCB,Marcus Stoinis,15,17,0,1,88.23,c Tewatia b Patel,2019
4467,1178395,RCB v DC,GT,RCB,Moeen Ali,32,18,1,3,177.77,st &dagger;Pant b Lamichhane,2019
4468,1178395,RCB v DC,GT,RCB,Akshdeep Nath,19,12,4,0,158.33,c &dagger;Pant b Rabada,2019
4469,1178395,RCB v DC,GT,RCB,Pawan Negi,0,1,0,0,0,c &dagger;Pant b Rabada,2019
4470,1178395,RCB v DC,GT,RCB,Tim Southee,9,9,0,0,100,not out,2019
4471,1178395,RCB v DC,GT,RCB,Mohammed Siraj,1,5,0,0,20,lbw b Morris,2019
4472,1178395,RCB v DC,GT,RCB,Yuzvendra Chahal,1,1,0,0,100,not out,2019
4473,1178395,RCB v DC,GT,DC,Prithvi Shaw,28,22,5,0,127.27,c Nath b Negi,2019
4474,1178395,RCB v DC,GT,DC,Shikhar Dhawan,0,1,0,0,0,c Saini b Southee,2019
4475,1178395,RCB v DC,GT,DC,Shreyas Iyer,67,50,8,2,134,c Chahal b Saini,2019
4476,1178395,RCB v DC,GT,DC,Colin Ingram,22,21,2,1,104.76,lbw b Ali,2019
4477,1178395,RCB v DC,GT,DC,Rishabh Pant,18,14,2,0,128.57,c Southee b Mohammed Siraj,2019
4478,1178395,RCB v DC,GT,DC,Chris Morris,0,3,0,0,0,c de Villiers b Saini,2019
4479,1178395,RCB v DC,GT,DC,Axar Patel,4,1,1,0,400,not out,2019
4480,1178395,RCB v DC,GT,DC,Rahul Tewatia,1,2,0,0,50,not out,2019
4481,1178396,RR v KKR,GT,RR,Ajinkya Rahane,5,7,1,0,71.42,lbw b Prasidh Krishna,2019
4482,1178396,RR v KKR,GT,RR,Jos Buttler,37,34,5,1,108.82,c Shubman Gill b Gurney,2019
4483,1178396,RR v KKR,GT,RR,Steven Smith,73,59,7,1,123.72,not out,2019
4484,1178396,RR v KKR,GT,RR,Rahul Tripathi,6,8,0,0,75,c Chawla b Gurney,2019
4485,1178396,RR v KKR,GT,RR,Ben Stokes,7,14,0,0,50,not out,2019
4486,1178396,RR v KKR,GT,KKR,Chris Lynn,50,32,6,3,156.25,c Midhun b Gopal,2019
4487,1178396,RR v KKR,GT,KKR,Sunil Narine,47,25,6,3,188,c Smith b Gopal,2019
4488,1178396,RR v KKR,GT,KKR,Robin Uthappa,26,16,1,2,162.5,not out,2019
4489,1178396,RR v KKR,GT,KKR,Shubman Gill,6,10,0,0,60,not out,2019
4490,1178397,KXIP v SRH,GT,SRH,David Warner,70,62,6,1,112.9,not out,2019
4491,1178397,KXIP v SRH,GT,SRH,Jonny Bairstow,1,6,0,0,16.66,c Ashwin b Mujeeb Ur Rahman,2019
4492,1178397,KXIP v SRH,GT,SRH,Vijay Shankar,26,27,2,0,96.29,c &dagger;Rahul b Ashwin,2019
4493,1178397,KXIP v SRH,GT,SRH,Mohammad Nabi,12,7,0,0,171.42,run out (Ashwin),2019
4494,1178397,KXIP v SRH,GT,SRH,Manish Pandey,19,15,2,0,126.66,c sub (KK Nair) b Mohammed Shami,2019
4495,1178397,KXIP v SRH,GT,SRH,Deepak Hooda,14,3,2,1,466.66,not out,2019
4496,1178397,KXIP v SRH,GT,KXIP,KL Rahul,71,53,7,1,133.96,not out,2019
4497,1178397,KXIP v SRH,GT,KXIP,Chris Gayle,16,14,1,1,114.28,c Hooda b Rashid Khan,2019
4498,1178397,KXIP v SRH,GT,KXIP,Mayank Agarwal,55,43,3,3,127.9,c Shankar b Sandeep Sharma,2019
4499,1178397,KXIP v SRH,GT,KXIP,David Miller,1,3,0,0,33.33,c Hooda b Sandeep Sharma,2019
4500,1178397,KXIP v SRH,GT,KXIP,Mandeep Singh,2,3,0,0,66.66,c Hooda b Kaul,2019
4501,1178397,KXIP v SRH,GT,KXIP,Sam Curran,5,3,0,0,166.66,not out,2019
4502,1178398,CSK v KKR,GT,KKR,Chris Lynn,0,5,0,0,0,lbw b Chahar,2019
4503,1178398,CSK v KKR,GT,KKR,Sunil Narine,6,5,0,0,120,c Chahar b Harbhajan Singh,2019
4504,1178398,CSK v KKR,GT,KKR,Robin Uthappa,11,9,2,0,122.22,c Jadhav b Chahar,2019
4505,1178398,CSK v KKR,GT,KKR,Nitish Rana,0,3,0,0,0,c Rayudu b Chahar,2019
4506,1178398,CSK v KKR,GT,KKR,Dinesh Karthik,19,21,3,0,90.47,c Harbhajan Singh b Imran Tahir,2019
4507,1178398,CSK v KKR,GT,KKR,Shubman Gill,9,12,0,0,75,st &dagger;Dhoni b Imran Tahir,2019
4508,1178398,CSK v KKR,GT,KKR,Andre Russell,50,44,5,3,113.63,not out,2019
4509,1178398,CSK v KKR,GT,KKR,Piyush Chawla,8,13,0,1,61.53,st &dagger;Dhoni b Harbhajan Singh,2019
4510,1178398,CSK v KKR,GT,KKR,Kuldeep Yadav,0,1,0,0,0,run out (Rayudu/Harbhajan Singh),2019
4511,1178398,CSK v KKR,GT,KKR,Prasidh Krishna,0,2,0,0,0,c Harbhajan Singh b Jadeja,2019
4512,1178398,CSK v KKR,GT,KKR,Harry Gurney,1,5,0,0,20,not out,2019
4513,1178398,CSK v KKR,GT,CSK,Shane Watson,17,9,2,1,188.88,c Chawla b Narine,2019
4514,1178398,CSK v KKR,GT,CSK,Faf du Plessis,43,45,3,0,95.55,not out,2019
4515,1178398,CSK v KKR,GT,CSK,Suresh Raina,14,13,1,1,107.69,c Chawla b Narine,2019
4516,1178398,CSK v KKR,GT,CSK,Ambati Rayudu,21,31,2,0,67.74,c Rana b Chawla,2019
4517,1178398,CSK v KKR,GT,CSK,Kedar Jadhav,8,8,1,0,100,not out,2019
4518,1178399,MI v KXIP,GT,KXIP,KL Rahul,100,64,6,6,156.25,not out,2019
4519,1178399,MI v KXIP,GT,KXIP,Chris Gayle,63,36,3,7,175,c KH Pandya b Behrendorff,2019
4520,1178399,MI v KXIP,GT,KXIP,David Miller,7,8,1,0,87.5,c &dagger;de Kock b HH Pandya,2019
4521,1178399,MI v KXIP,GT,KXIP,Karun Nair,5,6,0,0,83.33,c Chahar b HH Pandya,2019
4522,1178399,MI v KXIP,GT,KXIP,Sam Curran,8,3,2,0,266.66,c &dagger;de Kock b Bumrah,2019
4523,1178399,MI v KXIP,GT,KXIP,Mandeep Singh,7,3,1,0,233.33,not out,2019
4524,1178399,MI v KXIP,GT,MI,Quinton de Kock,24,23,2,0,104.34,c Miller b Ashwin,2019
4525,1178399,MI v KXIP,GT,MI,Siddhesh Lad,15,13,1,1,115.38, b Mohammed Shami,2019
4526,1178399,MI v KXIP,GT,MI,Suryakumar Yadav,21,15,4,0,140,c sub (MC Henriques) b Curran,2019
4527,1178399,MI v KXIP,GT,MI,Kieron Pollard,83,31,3,10,267.74,c Miller b Rajpoot,2019
4528,1178399,MI v KXIP,GT,MI,Ishan Kishan,7,10,1,0,70,run out (Curran),2019
4529,1178399,MI v KXIP,GT,MI,Hardik Pandya,19,13,2,0,146.15,c Miller b Mohammed Shami,2019
4530,1178399,MI v KXIP,GT,MI,Krunal Pandya,1,2,0,0,50,c Miller b Mohammed Shami,2019
4531,1178399,MI v KXIP,GT,MI,Alzarri Joseph,15,13,2,0,115.38,not out,2019
4532,1178399,MI v KXIP,GT,MI,Rahul Chahar,1,1,0,0,100,not out,2019
4533,1178400,RR v CSK,GT,RR,Ajinkya Rahane,14,11,3,0,127.27,lbw b Chahar,2019
4534,1178400,RR v CSK,GT,RR,Jos Buttler,23,10,4,1,230,c Rayudu b Thakur,2019
4535,1178400,RR v CSK,GT,RR,Sanju Samson,6,6,1,0,100,c sub (DR Shorey) b Santner,2019
4536,1178400,RR v CSK,GT,RR,Steven Smith,15,22,1,0,68.18,c Rayudu b Jadeja,2019
4537,1178400,RR v CSK,GT,RR,Rahul Tripathi,10,12,1,0,83.33,c Jadhav b Jadeja,2019
4538,1178400,RR v CSK,GT,RR,Ben Stokes,28,26,1,0,107.69, b Chahar,2019
4539,1178400,RR v CSK,GT,RR,Riyan Parag,16,14,2,0,114.28,c &dagger;Dhoni b Thakur,2019
4540,1178400,RR v CSK,GT,RR,Jofra Archer,13,12,1,0,108.33,not out,2019
4541,1178400,RR v CSK,GT,RR,Shreyas Gopal,19,7,2,1,271.42,not out,2019
4542,1178400,RR v CSK,GT,CSK,Shane Watson,0,4,0,0,0, b Kulkarni,2019
4543,1178400,RR v CSK,GT,CSK,Faf du Plessis,7,10,0,0,70,c Tripathi b Unadkat,2019
4544,1178400,RR v CSK,GT,CSK,Suresh Raina,4,4,1,0,100,run out (Archer),2019
4545,1178400,RR v CSK,GT,CSK,Ambati Rayudu,57,47,2,3,121.27,c Gopal b Stokes,2019
4546,1178400,RR v CSK,GT,CSK,Kedar Jadhav,1,6,0,0,16.66,c Stokes b Archer,2019
4547,1178400,RR v CSK,GT,CSK,MS Dhoni,58,43,2,3,134.88, b Stokes,2019
4548,1178400,RR v CSK,GT,CSK,Ravindra Jadeja,9,4,0,1,225,not out,2019
4549,1178400,RR v CSK,GT,CSK,Mitchell Santner,10,3,0,1,333.33,not out,2019
4550,1178401,KKR v DC,GT,KKR,Joe Denly,0,1,0,0,0, b Sharma,2019
4551,1178401,KKR v DC,GT,KKR,Shubman Gill,65,39,7,2,166.66,c Patel b Paul,2019
4552,1178401,KKR v DC,GT,KKR,Robin Uthappa,28,30,4,1,93.33,c &dagger;Pant b Rabada,2019
4553,1178401,KKR v DC,GT,KKR,Nitish Rana,11,12,0,1,91.66, b Morris,2019
4554,1178401,KKR v DC,GT,KKR,Andre Russell,45,21,3,4,214.28,c Rabada b Morris,2019
4555,1178401,KKR v DC,GT,KKR,Dinesh Karthik,2,3,0,0,66.66,c Dhawan b Rabada,2019
4556,1178401,KKR v DC,GT,KKR,Carlos Brathwaite,6,7,0,0,85.71,c Tewatia b Paul,2019
4557,1178401,KKR v DC,GT,KKR,Piyush Chawla,14,6,2,0,233.33,not out,2019
4558,1178401,KKR v DC,GT,KKR,Kuldeep Yadav,2,2,0,0,100,not out,2019
4559,1178401,KKR v DC,GT,DC,Prithvi Shaw,14,7,0,2,200,c &dagger;Karthik b Prasidh Krishna,2019
4560,1178401,KKR v DC,GT,DC,Shikhar Dhawan,97,63,11,2,153.96,not out,2019
4561,1178401,KKR v DC,GT,DC,Shreyas Iyer,6,6,1,0,100,c &dagger;Karthik b Russell,2019
4562,1178401,KKR v DC,GT,DC,Rishabh Pant,46,31,4,2,148.38,c Kuldeep Yadav b Rana,2019
4563,1178401,KKR v DC,GT,DC,Colin Ingram,14,6,1,1,233.33,not out,2019
4564,1178402,MI v RR,GT,MI,Rohit Sharma,47,32,6,1,146.87,c Buttler b Archer,2019
4565,1178402,MI v RR,GT,MI,Quinton de Kock,81,52,6,4,155.76,c Buttler b Archer,2019
4566,1178402,MI v RR,GT,MI,Suryakumar Yadav,16,10,0,1,160, b Kulkarni,2019
4567,1178402,MI v RR,GT,MI,Kieron Pollard,6,12,0,0,50,c Gopal b Archer,2019
4568,1178402,MI v RR,GT,MI,Hardik Pandya,28,11,1,3,254.54,not out,2019
4569,1178402,MI v RR,GT,MI,Ishan Kishan,5,3,1,0,166.66,c Buttler b Unadkat,2019
4570,1178402,MI v RR,GT,MI,Krunal Pandya,0,0,0,0,-,not out,2019
4571,1178402,MI v RR,GT,RR,Ajinkya Rahane,37,21,6,1,176.19,c Yadav b KH Pandya,2019
4572,1178402,MI v RR,GT,RR,Jos Buttler,89,43,8,7,206.97,c Yadav b Chahar,2019
4573,1178402,MI v RR,GT,RR,Sanju Samson,31,26,2,1,119.23,lbw b Bumrah,2019
4574,1178402,MI v RR,GT,RR,Steven Smith,12,15,1,0,80,c Ishan Kishan b Bumrah,2019
4575,1178402,MI v RR,GT,RR,Rahul Tripathi,1,2,0,0,50,c HH Pandya b KH Pandya,2019
4576,1178402,MI v RR,GT,RR,Liam Livingstone,1,2,0,0,50, b KH Pandya,2019
4577,1178402,MI v RR,GT,RR,Shreyas Gopal,13,7,2,0,185.71,not out,2019
4578,1178402,MI v RR,GT,RR,Krishnappa Gowtham,0,1,0,0,0,not out,2019
4579,1178403,KXIP v RCB,GT,KXIP,KL Rahul,18,15,2,1,120,st &dagger;Patel b Chahal,2019
4580,1178403,KXIP v RCB,GT,KXIP,Chris Gayle,99,64,10,5,154.68,not out,2019
4581,1178403,KXIP v RCB,GT,KXIP,Mayank Agarwal,15,9,1,1,166.66, b Chahal,2019
4582,1178403,KXIP v RCB,GT,KXIP,Sarfaraz Khan,15,13,1,1,115.38,c &dagger;Patel b Mohammed Siraj,2019
4583,1178403,KXIP v RCB,GT,KXIP,Sam Curran,1,3,0,0,33.33,lbw b Ali,2019
4584,1178403,KXIP v RCB,GT,KXIP,Mandeep Singh,18,16,1,0,112.5,not out,2019
4585,1178403,KXIP v RCB,GT,RCB,Parthiv Patel,19,9,4,0,211.11,c Agarwal b R Ashwin,2019
4586,1178403,KXIP v RCB,GT,RCB,Virat Kohli,67,53,8,0,126.41,c M Ashwin b Mohammed Shami,2019
4587,1178403,KXIP v RCB,GT,RCB,AB de Villiers,59,38,5,2,155.26,not out,2019
4588,1178403,KXIP v RCB,GT,RCB,Marcus Stoinis,28,16,4,0,175,not out,2019
4589,1178404,KKR v CSK,GT,KKR,Chris Lynn,82,51,7,6,160.78,c Thakur b Imran Tahir,2019
4590,1178404,KKR v CSK,GT,KKR,Sunil Narine,2,7,0,0,28.57,c du Plessis b Santner,2019
4591,1178404,KKR v CSK,GT,KKR,Nitish Rana,21,18,3,0,116.66,c du Plessis b Imran Tahir,2019
4592,1178404,KKR v CSK,GT,KKR,Robin Uthappa,0,1,0,0,0,c du Plessis b Imran Tahir,2019
4593,1178404,KKR v CSK,GT,KKR,Dinesh Karthik,18,14,2,0,128.57,c du Plessis b Thakur,2019
4594,1178404,KKR v CSK,GT,KKR,Andre Russell,10,4,1,1,250,c sub (DR Shorey) b Imran Tahir,2019
4595,1178404,KKR v CSK,GT,KKR,Shubman Gill,15,20,0,0,75,c Jadeja b Thakur,2019
4596,1178404,KKR v CSK,GT,KKR,Piyush Chawla,4,5,0,0,80,not out,2019
4597,1178404,KKR v CSK,GT,KKR,Kuldeep Yadav,0,0,0,0,-,run out (&dagger;Dhoni/Thakur),2019
4598,1178404,KKR v CSK,GT,CSK,Shane Watson,6,7,1,0,85.71,lbw b Gurney,2019
4599,1178404,KKR v CSK,GT,CSK,Faf du Plessis,24,16,5,0,150, b Narine,2019
4600,1178404,KKR v CSK,GT,CSK,Suresh Raina,58,42,7,1,138.09,not out,2019
4601,1178404,KKR v CSK,GT,CSK,Ambati Rayudu,5,11,0,0,45.45,c Uthappa b Chawla,2019
4602,1178404,KKR v CSK,GT,CSK,Kedar Jadhav,20,12,3,1,166.66,lbw b Chawla,2019
4603,1178404,KKR v CSK,GT,CSK,MS Dhoni,16,13,0,1,123.07,lbw b Narine,2019
4604,1178404,KKR v CSK,GT,CSK,Ravindra Jadeja,31,17,5,0,182.35,not out,2019
4605,1178405,SRH v DC,GT,DC,Prithvi Shaw,4,5,0,0,80,c &dagger;Bairstow b Ahmed,2019
4606,1178405,SRH v DC,GT,DC,Shikhar Dhawan,7,8,1,0,87.5,c Kumar b Ahmed,2019
4607,1178405,SRH v DC,GT,DC,Colin Munro,40,24,4,3,166.66,c &dagger;Bairstow b Abhishek Sharma,2019
4608,1178405,SRH v DC,GT,DC,Shreyas Iyer,45,40,5,0,112.5,c &dagger;Bairstow b Kumar,2019
4609,1178405,SRH v DC,GT,DC,Rishabh Pant,23,19,3,0,121.05,c Hooda b Ahmed,2019
4610,1178405,SRH v DC,GT,DC,Chris Morris,4,8,0,0,50, b Rashid Khan,2019
4611,1178405,SRH v DC,GT,DC,Axar Patel,14,11,1,0,127.27,not out,2019
4612,1178405,SRH v DC,GT,DC,Keemo Paul,7,4,0,1,175,lbw b Kumar,2019
4613,1178405,SRH v DC,GT,DC,Kagiso Rabada,2,2,0,0,100,not out,2019
4614,1178405,SRH v DC,GT,SRH,David Warner,51,47,3,1,108.51,c Iyer b Rabada,2019
4615,1178405,SRH v DC,GT,SRH,Jonny Bairstow,41,31,5,1,132.25,c Rabada b Paul,2019
4616,1178405,SRH v DC,GT,SRH,Kane Williamson,3,8,0,0,37.5,c Rabada b Paul,2019
4617,1178405,SRH v DC,GT,SRH,Ricky Bhui,7,12,0,0,58.33,c Patel b Paul,2019
4618,1178405,SRH v DC,GT,SRH,Vijay Shankar,1,2,0,0,50,c &dagger;Pant b Rabada,2019
4619,1178405,SRH v DC,GT,SRH,Deepak Hooda,3,4,0,0,75, b Morris,2019
4620,1178405,SRH v DC,GT,SRH,Abhishek Sharma,2,3,0,0,66.66,c Paul b Morris,2019
4621,1178405,SRH v DC,GT,SRH,Rashid Khan,0,1,0,0,0,c Paul b Morris,2019
4622,1178405,SRH v DC,GT,SRH,Bhuvneshwar Kumar,2,4,0,0,50,c &amp; b Rabada,2019
4623,1178405,SRH v DC,GT,SRH,Sandeep Sharma,1,1,0,0,100,not out,2019
4624,1178405,SRH v DC,GT,SRH,Khaleel Ahmed,0,1,0,0,0, b Rabada,2019
4625,1178406,MI v RCB,GT,RCB,Parthiv Patel,28,20,4,1,140,c Yadav b HH Pandya,2019
4626,1178406,MI v RCB,GT,RCB,Virat Kohli,8,9,1,0,88.88,c &dagger;de Kock b Behrendorff,2019
4627,1178406,MI v RCB,GT,RCB,AB de Villiers,75,51,6,4,147.05,run out (Pollard),2019
4628,1178406,MI v RCB,GT,RCB,Moeen Ali,50,32,1,5,156.25,c HH Pandya b Malinga,2019
4629,1178406,MI v RCB,GT,RCB,Marcus Stoinis,0,2,0,0,0,c Sharma b Malinga,2019
4630,1178406,MI v RCB,GT,RCB,Akshdeep Nath,2,3,0,0,66.66,c &dagger;de Kock b Malinga,2019
4631,1178406,MI v RCB,GT,RCB,Pawan Negi,0,2,0,0,0,c &dagger;de Kock b Malinga,2019
4632,1178406,MI v RCB,GT,RCB,Umesh Yadav,0,1,0,0,0,not out,2019
4633,1178406,MI v RCB,GT,RCB,Mohammed Siraj,0,0,0,0,-,not out,2019
4634,1178406,MI v RCB,GT,MI,Quinton de Kock,40,26,5,2,153.84,lbw b Ali,2019
4635,1178406,MI v RCB,GT,MI,Rohit Sharma,28,19,2,2,147.36, b Ali,2019
4636,1178406,MI v RCB,GT,MI,Suryakumar Yadav,29,23,2,1,126.08,c Saini b Chahal,2019
4637,1178406,MI v RCB,GT,MI,Ishan Kishan,21,9,0,3,233.33,st &dagger;Patel b Chahal,2019
4638,1178406,MI v RCB,GT,MI,Krunal Pandya,11,21,1,0,52.38,c sub (Milind Kumar) b Mohammed Siraj,2019
4639,1178406,MI v RCB,GT,MI,Hardik Pandya,37,16,5,2,231.25,not out,2019
4640,1178406,MI v RCB,GT,MI,Kieron Pollard,0,0,0,0,-,not out,2019
4641,1178407,KXIP v RR,GT,KXIP,KL Rahul,52,47,3,2,110.63,c Archer b Unadkat,2019
4642,1178407,KXIP v RR,GT,KXIP,Chris Gayle,30,22,2,3,136.36,c &dagger;Samson b Archer,2019
4643,1178407,KXIP v RR,GT,KXIP,Mayank Agarwal,26,12,1,2,216.66,c Archer b Sodhi,2019
4644,1178407,KXIP v RR,GT,KXIP,David Miller,40,27,2,2,148.14,c Buttler b Kulkarni,2019
4645,1178407,KXIP v RR,GT,KXIP,Nicholas Pooran,5,6,0,0,83.33,c Rahane b Archer,2019
4646,1178407,KXIP v RR,GT,KXIP,Mandeep Singh,0,2,0,0,0, b Archer,2019
4647,1178407,KXIP v RR,GT,KXIP,Ravichandran Ashwin,17,4,1,2,425,not out,2019
